Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"oikos pro drink costco",7,72,82,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos pro drink costco",7,74,,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro drink costco",7,55,31,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro drink costco",7,68,77,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro drink costco",7,63,59,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/,0,0,0
"oikos pro drink costco",7,70,,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"oikos pro mango pineapple",6,59,67,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/,0,0,0
"oikos pro mango pineapple",6,68,82,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro mango pineapple",6,46,32,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro mango pineapple",6,56,55,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-shot/,0,0,0
"oikos pro mango pineapple",6,64,74,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro mango pineapple",6,65,78,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro mango pineapple",6,63,72,Reviews,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro mango pineapple",6,67,76,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.54,https://www.oikos.com/,0,0,0
"oikos pro shake",7,79,,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro shake",7,75,,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-shot/,0,0,0
"oikos pro shake",7,71,,,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos pro shake",7,76,,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro shake",7,36,,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos pro shake",7,10,71,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/oikos-protein-shakes/product/chocolate/,0,0,0
"oikos pro shake",7,73,,,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"oikos pro shake",7,66,87,,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro shake",7,46,30,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro shake",7,60,,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro shake",7,26,60,,260,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.6,https://www.oikos.com/,0,0,0
"oikos mango pineapple drink",6,59,,,90,"L, C","Local pack, Reviews, People also ask, Images, Knowledge Panel, Related searches",0.92,0.53,https://www.oikos.com/all-products/,0,0,0
"oikos mango pineapple drink",6,53,,,90,"L, C","Local pack, Reviews, People also ask, Images, Knowledge Panel, Related searches",0.92,0.53,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos mango pineapple drink",6,58,,Reviews,90,"L, C","Local pack, Reviews, People also ask, Images, Knowledge Panel, Related searches",0.92,0.53,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-shot/,0,0,0
"oikos mango pineapple drink",6,61,,,90,"L, C","Local pack, Reviews, People also ask, Images, Knowledge Panel, Related searches",0.92,0.53,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos mango pineapple drink",6,62,,,90,"L, C","Local pack, Reviews, People also ask, Images, Knowledge Panel, Related searches",0.92,0.53,https://www.oikos.com/,0,0,0
"oikos pro drink flavors",10,31,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/where-to-buy/,0,0,0
"oikos pro drink flavors",10,3,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/,0,0,0
"oikos pro drink flavors",10,15,,Images,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro drink flavors",10,1,,"AI Overview",30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-pineapple-drink/,0,0,0
"oikos pro drink flavors",10,37,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos pro drink flavors",10,44,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro drink flavors",10,51,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/remix/,0,0,0
"oikos pro drink flavors",10,9,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/,0,0,0
"oikos pro drink flavors",10,5,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"oikos pro drink flavors",10,61,,,30,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, positions.title.discussions_and_forums",1,0.6,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos pro macros",10,26,,,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/,0,0,0
"oikos pro macros",10,27,,Images,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro macros",10,27,,Images,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro macros",10,63,,,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos pro macros",10,3,,Sitelinks,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,0,0,0
"oikos pro macros",10,5,,"People also ask",110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro macros",10,21,,,110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.91,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos pro strawberry yogurt",6,21,,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro strawberry yogurt",6,32,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro strawberry yogurt",6,20,,Images,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,0,0,0
"oikos pro strawberry yogurt",6,58,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro strawberry yogurt",6,54,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/fusion/product/strawberry/,0,0,0
"oikos pro strawberry yogurt",6,64,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.94,0.16,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-multipack/,0,0,0
"oikos pro vanilla nutrition facts",6,8,,Reviews,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro vanilla nutrition facts",6,38,,Reviews,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"oikos pro vanilla nutrition facts",6,45,,,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro vanilla nutrition facts",6,55,,Reviews,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro vanilla nutrition facts",6,32,,Reviews,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos pro vanilla nutrition facts",6,60,,,90,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.89,0.34,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-multipack/,0,0,0
"oikos pro vanilla yogurt nutrition facts",6,43,,Reviews,90,I,"Reviews, People also ask, Images, Related searches",0.91,0.4,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"oikos pro vanilla yogurt nutrition facts",6,45,,,90,I,"Reviews, People also ask, Images, Related searches",0.91,0.4,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro vanilla yogurt nutrition facts",6,54,,Reviews,90,I,"Reviews, People also ask, Images, Related searches",0.91,0.4,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro vanilla yogurt nutrition facts",6,23,,Reviews,90,I,"Reviews, People also ask, Images, Related searches",0.91,0.4,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos pro vanilla yogurt nutrition facts",6,67,,,90,I,"Reviews, People also ask, Images, Related searches",0.91,0.4,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-multipack/,0,0,0
"oikos triple zero smoothie",8,56,,,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/,0,0,0
"oikos triple zero smoothie",8,29,,,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos triple zero smoothie",8,53,,Reviews,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/triple-zero/product/strawberry-multipack/,0,0,0
"oikos triple zero smoothie",8,39,,,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos triple zero smoothie",8,58,,Reviews,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos triple zero smoothie",8,60,,Reviews,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/triple-zero/product/strawberry/,0,0,0
"oikos triple zero smoothie",8,2,,Sitelinks,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/greek-yogurt-recipes/smoothies/recipe/power-berry-freeze-smoothie/,0,0,0
"oikos triple zero smoothie",8,18,,,70,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, Recipes, AI Overview, Related searches",0.59,0,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
